                       0                        0                        0                        0       0.7745966692414834      -0.7745966692414833                        0                        0                        0                        0 
                       0                        0                        0                        0       0.7745966692414834                        0      -0.7745966692414833                        0                        0                        0 
                       0                        0                        0                        0       0.7745966692414834                        0                        0      -0.7745966692414833                        0                        0 
                       0                        0                        0                        0       0.7745966692414834                        0                        0                        0      -0.7745966692414833                        0 
                       0                        0                        0                        0       0.7745966692414834                        0                        0                        0                        0      -0.7745966692414833 
                       0                        0                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0 
                       0                        0                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0 
                       0                        0                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0 
                       0                        0                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0 
                       0                        0                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0 
                       0                        0                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0 
                       0                        0                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0 
                       0                        0                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0 
                       0                        0                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0 
                       0                        0                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0 
                       0                        0                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0 
                       0                        0                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0 
                       0                        0                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0 
                       0                        0                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0 
                       0                        0                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0 
                       0                        0                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0 
                       0                        0                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0 
                       0                        0                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0 
                       0                        0                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0 
                       0                        0                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0 
                       0                        0                        0                        0       0.7745966692414834                        0                        0                        0                        0       0.7745966692414834 
                       0                        0                        0                        0       0.7745966692414834                        0                        0                        0       0.7745966692414834                        0 
                       0                        0                        0                        0       0.7745966692414834                        0                        0       0.7745966692414834                        0                        0 
                       0                        0                        0                        0       0.7745966692414834                        0       0.7745966692414834                        0                        0                        0 
                       0                        0                        0                        0       0.7745966692414834       0.7745966692414834                        0                        0                        0                        0 
                       0                        0                        0                        0       0.9061798459386639                        0                        0                        0                        0                        0 
                       0                        0                        0        0.538469310105683                        0                        0                        0                        0                        0                        0 
                       0                        0                        0       0.7745966692414834      -0.7745966692414833                        0                        0                        0                        0                        0 
                       0                        0                        0       0.7745966692414834                        0      -0.7745966692414833                        0                        0                        0                        0 
                       0                        0                        0       0.7745966692414834                        0                        0      -0.7745966692414833                        0                        0                        0 
                       0                        0                        0       0.7745966692414834                        0                        0                        0      -0.7745966692414833                        0                        0 
                       0                        0                        0       0.7745966692414834                        0                        0                        0                        0      -0.7745966692414833                        0 
                       0                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0      -0.7745966692414833 
                       0                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0 
                       0                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0 
                       0                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0 
                       0                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0 
                       0                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0 
                       0                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0 
                       0                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0 
                       0                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0 
                       0                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0 
                       0                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0 
                       0                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0 
                       0                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0 
                       0                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0 
                       0                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0 
                       0                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0 
                       0                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0 
                       0                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0 
                       0                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0 
                       0                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0 
                       0                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0 
                       0                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0       0.7745966692414834 
                       0                        0                        0       0.7745966692414834                        0                        0                        0                        0       0.7745966692414834                        0 
                       0                        0                        0       0.7745966692414834                        0                        0                        0       0.7745966692414834                        0                        0 
                       0                        0                        0       0.7745966692414834                        0                        0       0.7745966692414834                        0                        0                        0 
                       0                        0                        0       0.7745966692414834                        0       0.7745966692414834                        0                        0                        0                        0 
                       0                        0                        0       0.7745966692414834       0.7745966692414834                        0                        0                        0                        0                        0 
                       0                        0                        0       0.9061798459386639                        0                        0                        0                        0                        0                        0 
                       0                        0        0.538469310105683                        0                        0                        0                        0                        0                        0                        0 
                       0                        0       0.7745966692414834      -0.7745966692414833                        0                        0                        0                        0                        0                        0 
                       0                        0       0.7745966692414834                        0      -0.7745966692414833                        0                        0                        0                        0                        0 
                       0                        0       0.7745966692414834                        0                        0      -0.7745966692414833                        0                        0                        0                        0 
                       0                        0       0.7745966692414834                        0                        0                        0      -0.7745966692414833                        0                        0                        0 
                       0                        0       0.7745966692414834                        0                        0                        0                        0      -0.7745966692414833                        0                        0 
                       0                        0       0.7745966692414834                        0                        0                        0                        0                        0      -0.7745966692414833                        0 
                       0                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0      -0.7745966692414833 
                       0                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0 
                       0                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0 
                       0                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0 
                       0                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0 
                       0                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0 
                       0                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0 
                       0                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0 
                       0                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0 
                       0                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0 
                       0                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0 
                       0                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0 
                       0                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0 
                       0                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0 
                       0                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0 
                       0                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0 
                       0                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0 
                       0                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0 
                       0                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0 
                       0                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0 
                       0                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0 
                       0                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0       0.7745966692414834 
                       0                        0       0.7745966692414834                        0                        0                        0                        0                        0       0.7745966692414834                        0 
                       0                        0       0.7745966692414834                        0                        0                        0                        0       0.7745966692414834                        0                        0 
                       0                        0       0.7745966692414834                        0                        0                        0       0.7745966692414834                        0                        0                        0 
                       0                        0       0.7745966692414834                        0                        0       0.7745966692414834                        0                        0                        0                        0 
                       0                        0       0.7745966692414834                        0       0.7745966692414834                        0                        0                        0                        0                        0 
                       0                        0       0.7745966692414834       0.7745966692414834                        0                        0                        0                        0                        0                        0 
                       0                        0       0.9061798459386639                        0                        0                        0                        0                        0                        0                        0 
                       0        0.538469310105683                        0                        0                        0                        0                        0                        0                        0                        0 
                       0       0.7745966692414834      -0.7745966692414833                        0                        0                        0                        0                        0                        0                        0 
                       0       0.7745966692414834                        0      -0.7745966692414833                        0                        0                        0                        0                        0                        0 
                       0       0.7745966692414834                        0                        0      -0.7745966692414833                        0                        0                        0                        0                        0 
                       0       0.7745966692414834                        0                        0                        0      -0.7745966692414833                        0                        0                        0                        0 
                       0       0.7745966692414834                        0                        0                        0                        0      -0.7745966692414833                        0                        0                        0 
                       0       0.7745966692414834                        0                        0                        0                        0                        0      -0.7745966692414833                        0                        0 
                       0       0.7745966692414834                        0                        0                        0                        0                        0                        0      -0.7745966692414833                        0 
                       0       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0      -0.7745966692414833 
                       0       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0                        0 
                       0       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0                        0 
                       0       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0                        0 
                       0       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0                        0 
                       0       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0                        0 
                       0       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0                        0 
                       0       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0                        0 
                       0       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0                        0 
                       0       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0                        0 
                       0       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0                        0 
                       0       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0                        0 
                       0       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0                        0 
                       0       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0                        0 
                       0       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0                        0 
                       0       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0                        0 
                       0       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0                        0 
                       0       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0                        0 
                       0       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0                        0 
                       0       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0                        0 
                       0       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0                        0 
                       0       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0       0.7745966692414834 
                       0       0.7745966692414834                        0                        0                        0                        0                        0                        0       0.7745966692414834                        0 
                       0       0.7745966692414834                        0                        0                        0                        0                        0       0.7745966692414834                        0                        0 
                       0       0.7745966692414834                        0                        0                        0                        0       0.7745966692414834                        0                        0                        0 
                       0       0.7745966692414834                        0                        0                        0       0.7745966692414834                        0                        0                        0                        0 
                       0       0.7745966692414834                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0 
                       0       0.7745966692414834                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0 
                       0       0.7745966692414834       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0 
                       0       0.9061798459386639                        0                        0                        0                        0                        0                        0                        0                        0 
       0.538469310105683                        0                        0                        0                        0                        0                        0                        0                        0                        0 
      0.7745966692414834      -0.7745966692414833                        0                        0                        0                        0                        0                        0                        0                        0 
      0.7745966692414834                        0      -0.7745966692414833                        0                        0                        0                        0                        0                        0                        0 
      0.7745966692414834                        0                        0      -0.7745966692414833                        0                        0                        0                        0                        0                        0 
      0.7745966692414834                        0                        0                        0      -0.7745966692414833                        0                        0                        0                        0                        0 
      0.7745966692414834                        0                        0                        0                        0      -0.7745966692414833                        0                        0                        0                        0 
      0.7745966692414834                        0                        0                        0                        0                        0      -0.7745966692414833                        0                        0                        0 
      0.7745966692414834                        0                        0                        0                        0                        0                        0      -0.7745966692414833                        0                        0 
      0.7745966692414834                        0                        0                        0                        0                        0                        0                        0      -0.7745966692414833                        0 
      0.7745966692414834                        0                        0                        0                        0                        0                        0                        0                        0      -0.7745966692414833 
      0.7745966692414834                        0                        0                        0                        0                        0                        0                        0                        0                        0 
      0.7745966692414834                        0                        0                        0                        0                        0                        0                        0                        0                        0 
      0.7745966692414834                        0                        0                        0                        0                        0                        0                        0                        0                        0 
      0.7745966692414834                        0                        0                        0                        0                        0                        0                        0                        0                        0 
      0.7745966692414834                        0                        0                        0                        0                        0                        0                        0                        0                        0 
      0.7745966692414834                        0                        0                        0                        0                        0                        0                        0                        0                        0 
      0.7745966692414834                        0                        0                        0                        0                        0                        0                        0                        0                        0 
      0.7745966692414834                        0                        0                        0                        0                        0                        0                        0                        0                        0 
      0.7745966692414834                        0                        0                        0                        0                        0                        0                        0                        0                        0 
      0.7745966692414834                        0                        0                        0                        0                        0                        0                        0                        0                        0 
      0.7745966692414834                        0                        0                        0                        0                        0                        0                        0                        0                        0 
      0.7745966692414834                        0                        0                        0                        0                        0                        0                        0                        0                        0 
      0.7745966692414834                        0                        0                        0                        0                        0                        0                        0                        0                        0 
      0.7745966692414834                        0                        0                        0                        0                        0                        0                        0                        0                        0 
      0.7745966692414834                        0                        0                        0                        0                        0                        0                        0                        0                        0 
      0.7745966692414834                        0                        0                        0                        0                        0                        0                        0                        0                        0 
      0.7745966692414834                        0                        0                        0                        0                        0                        0                        0                        0                        0 
      0.7745966692414834                        0                        0                        0                        0                        0                        0                        0                        0                        0 
      0.7745966692414834                        0                        0                        0                        0                        0                        0                        0                        0                        0 
      0.7745966692414834                        0                        0                        0                        0                        0                        0                        0                        0                        0 
      0.7745966692414834                        0                        0                        0                        0                        0                        0                        0                        0       0.7745966692414834 
      0.7745966692414834                        0                        0                        0                        0                        0                        0                        0       0.7745966692414834                        0 
      0.7745966692414834                        0                        0                        0                        0                        0                        0       0.7745966692414834                        0                        0 
      0.7745966692414834                        0                        0                        0                        0                        0       0.7745966692414834                        0                        0                        0 
      0.7745966692414834                        0                        0                        0                        0       0.7745966692414834                        0                        0                        0                        0 
      0.7745966692414834                        0                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0 
      0.7745966692414834                        0                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0 
      0.7745966692414834                        0       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0 
      0.7745966692414834       0.7745966692414834                        0                        0                        0                        0                        0                        0                        0                        0 
      0.9061798459386639                        0                        0                        0                        0                        0                        0                        0                        0                        0 
